,0,1,2
25,"simply put , there should have been a more compelling excuse to pair susan sarandon and goldie hawn .",0,0
26,many a parent and their teen (or preteen) kid could bond while watching a walk to remember .,1,0
27,"while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .",1,0
28,the extent to which it succeeds is impressive .,1,0
29,it 's sort of a 21st century morality play with a latino hip hop beat .,1,0
30,"it 's no surprise that as a director washington demands and receives excellent performances , from himself and from newcomer derek luke .",1,0
31,the riveting performances by the incredibly flexible cast make love a joy to behold .,1,0
32,a movie version of a paint-by-numbers picture .,0,0
33,"spectators will indeed sit open-mouthed before the screen , not screaming but yawning .",0,0
34,"it 's mildly amusing , but i certainly ca n't recommend it .",0,0
35,"it 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story",1,0
36,"the film does n't sustain its initial promise with a jarring , new-agey tone creeping into the second half",0,0
37,"one of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .",1,0
38,"here , common sense flies out the window , along with the hail of bullets , none of which ever seem to hit sascha .",0,0
39,"a timely look back at civil disobedience , anti-war movements and the power of strong voices .",1,0
40,i loved the look of this film .,1,0
41,"if you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , i have just one word for you - -- decasia",0,0
42,"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , daniel auteuil , have a whale of a good time .",1,0
43,"despite some strong performances , never rises above the level of a telanovela .",0,0
44,"is a question for philosophers , not filmmakers ; all the filmmakers need to do is engage an audience .",0,0
45,it is quite a vision .,1,0
46,jackson and co have brought back the value and respect for the term epic cinema .,1,0
47,"amy and matthew have a bit of a phony relationship , but the film works in spite of it .",1,0
48,"it 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .",0,0
49,"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches .",0,0
50,what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,1,0
51,"... pitiful , slapdash disaster .",0,0
52,"dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",1,0
53,"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck .",0,0
54,like most movies about the pitfalls of bad behavior ... circuit gets drawn into the party .,0,0
55,a rehash of every gangster movie from the past decade .,0,0
56,the filmmakers keep pushing the jokes at the expense of character until things fall apart .,0,0
57,what 's next ?,1,0
58,do we really need the tiger beat version ?,0,0
59,connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus .,1,0
60,the beautifully choreographed kitchen ballet is simple but absorbing .,1,0
61,"how many more times will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ?",0,0
62,"at just over an hour , home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",1,0
63,"falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice .",0,0
64,refreshing .,1,0
65,"likeable thanks to its cast , its cuisine and its quirky tunes .",1,0
66,"... the story is far-flung , illogical , and plain stupid .",0,0
67,"while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .",1,0
68,"davis ' candid , archly funny and deeply authentic take on intimate relationships comes to fruition in her sophomore effort .",1,0
69,"the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",1,0
70,a french film with a more down-home flavor .,1,0
71,"one of these days hollywood will come up with an original idea for a teen movie , but until then there 's always these rehashes to feed to the younger generations .",0,0
72,it merely indulges in the worst elements of all of them .,0,0
73,low rent from frame one .,0,0
74,"director todd solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .",1,0
75,"but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .",0,0
76,it 's surprisingly bland despite the heavy doses of weird performances and direction .,0,0
77,resembles a soft porn brian de palma pastiche .,0,0
78,"` the war of the roses , ' trailer-trash style .",0,0
79,"a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",1,0
80,a tone poem of transgression .,1,0
81,it 's that good .,1,0
82,the master of disguise is awful .,0,0
83,"does a good job of establishing a time and place , and of telling a fascinating character 's story .",1,0
84,what starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers .,0,0
85,"the main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish .",0,0
86,its sheer dynamism is infectious .,1,0
87,"star trek was kind of terrific once , but now it is a copy of a copy of a copy .",0,0
88,"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",1,0
89,any rock pile will do for a set .,0,0
90,"yes , i suppose it 's lovely that cal works out his issues with his dad and comes to terms with his picture-perfect life -- but world traveler gave me no reason to care , so i did n't .",0,0
91,it 's supposed to be a romantic comedy - it suffers from too much norma rae and not enough pretty woman .,0,0
92,about the best thing you could say about narc is that it 's a rock-solid little genre picture .,1,0
93,"but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie .",0,0
94,"the son of the bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",1,0
95,"the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .",1,0
96,a sentimental hybrid that could benefit from the spice of specificity .,1,0
97,"the result is somewhat satisfying -- it still comes from spielberg , who has never made anything that was n't at least watchable .",1,0
98,"tale will be all too familiar for anyone who 's seen george roy hill 's 1973 film , `` the sting . ''",0,0
99,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment .",1,0
100,"though writer\/director bart freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup 's anchoring performance .",1,0
101,marshall puts a suspenseful spin on standard horror flick formula .,1,0
102,"squandering his opportunity to make absurdist observations , burns gets caught up in the rush of slapstick thoroughfare .",0,0
103,"one of the most plain , unimaginative romantic comedies i 've ever seen .",0,0
104,`` 13 conversations about one thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,1,0
105,i wanted more .,0,0
106,"there 's a spontaneity to the chateau , a sense of light-heartedness , that makes it attractive throughout .",1,0
107,"hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes .",0,0
108,"the film brilliantly shines on all the characters , as the direction is intelligently accomplished .",1,0
109,"you need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes ' work .",1,0
110,a modestly surprising movie .,1,0
111,cattaneo reworks the formula that made the full monty a smashing success ... but neglects to add the magic that made it all work .,0,0
112,"not really a thriller so much as a movie for teens to laugh , groan and hiss at .",0,0
113,"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",1,0
114,"high crimes carries almost no organic intrigue as a government \/ marine\/legal mystery , and that 's because the movie serves up all of that stuff , nearly subliminally , as the old-hat province of male intrigue .",0,0
115,this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic .,0,0
116,"like vardalos and corbett , who play their roles with vibrant charm , the film , directed by joel zwick , is heartfelt and hilarious in ways you ca n't fake .",1,0
117,"(d) espite its familiar subject matter , ice age is consistently amusing and engrossing ...",1,0
118,abysmally pathetic,0,0
119,"a dark , quirky road movie that constantly defies expectation .",1,0
120,"schaeffer is n't in this film , which may be why it works as well as it does .",1,0
121,the chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .,0,0
122,i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ?,0,0
123,nicholson 's understated performance is wonderful .,1,0
124,skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,0,0
125,bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,1,0
126,"secret ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",1,0
127,"spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations",0,0
128,one of the more glaring signs of this movie 's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms. spears .,0,0
129,"the leads are natural and lovely , the pace is serene , the humor wry and sprightly .",1,0
130,"no cute factor here ... not that i mind ugly ; the problem is he has no character , loveable or otherwise .",0,0
131,the movie is so thoughtlessly assembled .,1,0
132,there 's a reason why halftime is only fifteen minutes long .,0,0
133,an infinitely wittier version of the home alone formula .,1,0
134,"a wild , endearing , masterful documentary .",1,0
135,kapur weighs down the tale with bogus profundities .,0,0
136,... irritating soul-searching garbage .,0,0
137,good-looking but relentlessly lowbrow outing plays like clueless does south fork .,0,0
138,a modestly made but profoundly moving documentary .,1,0
139,sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,0,0
140,"i admire it and yet can not recommend it , because it overstays its natural running time .",0,0
141,"if you like an extreme action-packed film with a hint of humor , then triple x marks the spot .",1,0
142,i also believe that resident evil is not it .,0,0
143,the irony is that this film 's cast is uniformly superb ; their performances could have -- should have -- been allowed to stand on their own .,1,0
144,"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking .",0,0
145,smith finds amusing juxtapositions that justify his exercise .,1,0
146,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks .",0,0
147,you could hate it for the same reason .,0,0
148,` matrix ' - style massacres erupt throughout ... but the movie has a tougher time balancing its violence with kafka-inspired philosophy .,0,0
149,the komediant is a tale worth catching .,1,0
150,"a stupid , derivative horror film that substitutes extreme gore for suspense .",0,0
151,"little more than a stylish exercise in revisionism whose point ... is no doubt true , but serves as a rather thin moral to such a knowing fable .",0,0
152,"i do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .",1,0
153,"it 's hard to imagine anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb .",1,0
154,"a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with .",0,0
155,just too silly and sophomoric to ensnare its target audience .,0,0
156,"before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",0,0
157,"this is the sort of low-grade dreck that usually goes straight to video -- with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .",0,0
158,a low-rent retread of the alien pictures .,0,0
159,"everything about the quiet american is good , except its timing .",1,0
160,a tour de force of modern cinema .,1,0
161,does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,0,0
162,"the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .",1,0
163,"for all its violence , the movie is remarkably dull with only caine making much of an impression .",0,0
164,deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance .,1,0
165,exploitative and largely devoid of the depth or sophistication that would make watching such a graphic treatment of the crimes bearable .,0,0
166,mel gibson fights the good fight in vietnam in director randall wallace 's flag-waving war flick with a core of decency .,1,0
167,"(johnnie to and wai ka fai are) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",0,0
168,"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film .",0,0
169,should have gone straight to video .,0,0
170,"it 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate gantz brothers as ordinary , pasty lumpen .",1,0
171,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .",0,0
172,it 's pauly shore awful .,0,0
173,"chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book .",0,0
174,"it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .",1,0
175,an animation landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .,1,0
176,it 's a funny little movie with clever dialogue and likeable characters .,1,0
177,"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , `` look at this !",1,0
178,"the film is an earnest try at beachcombing verismo , but it would be even more indistinct than it is were it not for the striking , quietly vulnerable personality of ms. ambrose .",0,0
179,intriguing and downright intoxicating .,1,0
180,it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .,0,0
181,`` one look at a girl in tight pants and big tits and you turn stupid ? '',0,0
182,"hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0,0
183,"a laughable -- or rather , unlaughable -- excuse for a film .",0,0
184,"unless you 're a fanatic , the best advice is : ` scooby ' do n't .",0,0
185,it makes even elizabeth hurley seem graceless and ugly .,0,0
186,"a sham construct based on theory , sleight-of-hand , and ill-wrought hypothesis .",0,0
187,made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .,0,0
188,... del toro maintains a dark mood that makes the film seem like something to endure instead of enjoy .,0,0
189,full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,0,0
190,"(dong) makes a valiant effort to understand everyone 's point of view , and he does such a good job of it that family fundamentals gets you riled up .",1,0
191,"love may have been in the air onscreen , but i certainly was n't feeling any of it .",0,0
192,"uneven , self-conscious but often hilarious spoof .",1,0
193,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0,0
194,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,1,0
195,"most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved",0,0
196,disjointed parody .,0,0
197,"thanks to a small star with big heart , this family film sequel is plenty of fun for all .",1,0
198,a moving story of determination and the human spirit .,1,0
199,this is one of the outstanding thrillers of recent years .,1,0
200,"an extremely funny , ultimately heartbreaking look at life in contemporary china .",1,0
201,"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",1,0
202,"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",1,0
203,"(sports) admirable energy , full-bodied characterizations and narrative urgency .",1,0
204,"watching this film , one is left with the inescapable conclusion that hitchens ' obsession with kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",1,0
205,a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,1,0
206,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it 's icky .",0,0
207,"(swimfan) falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting .",0,0
208,"this one is a few bits funnier than malle 's dud , if only because the cast is so engagingly messing around like slob city reductions of damon runyon crooks .",1,0
209,"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world .",1,0
210,"and there 's the inimitable diaz , holding it all together .",1,0
211,predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .,1,0
212,"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",1,0
213,"the movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",0,0
214,so exaggerated and broad that it comes off as annoying rather than charming .,0,0
215,"a sensitive , moving , brilliantly constructed work .",1,0
216,"... plays like a badly edited , 91-minute trailer (and) the director ca n't seem to get a coherent rhythm going .",0,0
217,"jacobi , the most fluent of actors , is given relatively dry material from nijinsky 's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .",0,0
218,"tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",0,0
219,a wonderfully speculative character study that made up for its rather slow beginning by drawing me into the picture .,1,0
220,"when you 've got the wildly popular vin diesel in the equation , it adds up to big box office bucks all but guaranteed .",1,0
221,"the piano teacher , like its title character , is repellantly out of control .",0,0
222,"plot , characters , drama , emotions , ideas -- all are irrelevant to the experience of seeing the scorpion king .",0,0
223,"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",0,0
224,the best animated feature to hit theaters since beauty and the beast 11 years ago .,1,0
225,"nair 's cast is so large it 's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",1,0
226,"though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama .",0,0
227,a little more intensity and a little less charm would have saved this film a world of hurt .,0,0
228,begins like a docu-drama but builds its multi-character story with a flourish .,1,0
229,nicely combines the enigmatic features of ` memento ' with the hallucinatory drug culture of ` requiem for a dream . ',1,0
230,a funny and well-contructed black comedy where the old adage `` be careful what you wish for '' is given a full workout .,1,0
231,"ultimately , the film amounts to being lectured to by tech-geeks , if you 're up for that sort of thing .",0,0
232,"it 's funny , as the old saying goes , because it 's true .",1,0
233,a wild ride juiced with enough energy and excitement for at least three films .,1,0
234,it 's just a movie that happens to have jackie chan in it .,0,0
235,a rumor of angels does n't just slip -- it avalanches into forced fuzziness .,0,0
236,a chiller resolutely without chills .,0,0
237,"a touching , small-scale story of family responsibility and care in the community .",1,0
238,"while it 's nothing we have n't seen before from murphy , i spy is still fun and enjoyable and so aggressively silly that it 's more than a worthwhile effort .",1,0
239,an absorbing and unsettling psychological drama .,1,0
240,"the filmmakers are playing to the big boys in new york and l.a. to that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",0,0
241,"... once the true impact of the day unfolds , the power of this movie is undeniable .",1,0
242,"instead of trying to bust some blondes , (diggs) should be probing why a guy with his talent ended up in a movie this bad .",0,0
243,any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .,1,0
244,the director seems to take an unseemly pleasure in (the characters ') misery and at the same time to congratulate himself for having the guts to confront it .,0,0
245,a poky and pseudo-serious exercise in sham actor workshops and an affected malaise .,0,0
246,"not the great american comedy , but if you liked the previous movies in the series , you 'll have a good time with this one too .",1,0
247,"if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's (and its makers ') credit that we believe that that 's exactly what these two people need to find each other -- and themselves .",1,0
248,"the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",1,0
249,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character .,1,0
250,you try to guess the order in which the kids in the house will be gored .,0,0
251,"after the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music .",0,0
252,could as easily have been called ` under siege 3 : in alcatraz ' ... a cinematic corpse that never springs to life .,0,0
253,a less-than-thrilling thriller .,0,0
254,"delia , greta , and paula rank as three of the most multilayered and sympathetic female characters of the year .",1,0
255,"unless there are zoning ordinances to protect your community from the dullest science fiction , impostor is opening today at a theater near you .",0,0
256,"the film is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own .",0,0
257,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24\/7 .",0,0
258,a chilling tale of one of the great crimes of 20th century france : the murder of two rich women by their servants in 1933 .,1,0
259,"kapur fails to give his audience a single character worth rooting for (or worth rooting against , for that matter) .",0,0
260,a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival .,1,0
261,a culture clash comedy only half as clever as it thinks it is .,0,0
262,"this cloying , voices-from-the-other-side story is hell .",0,0
263,"symbolically , warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal .",1,0
264,"busy urban comedy is clearly not zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .",0,0
265,"it 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",1,0
266,"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",1,0
267,a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being .,0,0
268,the only young people who possibly will enjoy it are infants ... who might be distracted by the movie 's quick movements and sounds .,0,0
269,"the actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",1,0
270,there 's no good answer to that one .,0,0
271,if you open yourself up to mr. reggio 's theory of this imagery as the movie 's set ... it can impart an almost visceral sense of dislocation and change .,1,0
272,"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",1,0
273,"gooding and coburn are both oscar winners , a fact which , as you watch them clumsily mugging their way through snow dogs , seems inconceivable .",0,0
274,"rather than real figures , elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naïf 's encounter with the world .",0,0
275,"the little girls understand , and mccracken knows that 's all that matters .",1,0
276,a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,1,0
277,"too predictably , in fact .",0,0
278,"does n't get the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez .",0,0
279,"for those who are intrigued by politics of the '70s , the film is every bit as fascinating as it is flawed .",1,0
280,"with its paint fights , motorized scooter chases and dewy-eyed sentiment , it 's a pretty listless collection of kid-movie clichés .",0,0
281,"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro 's right-hand goombah .",0,0
282,"while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",1,0
283,"a graceful , moving tribute to the courage of new york 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",1,0
284,a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,0,0
285,"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree .",1,0
286,quietly engaging .,1,0
287,"shreve 's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .",0,0
288,"even with its $ 50-million us budget , pinocchio never quite achieves the feel of a fanciful motion picture .",0,0
289,the world needs more filmmakers with passionate enthusiasms like martin scorsese .,1,0
290,"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",0,0
291,"witty , contemplative , and sublimely beautiful .",1,0
292,"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",1,0
293,"a thriller whose style , structure and rhythms are so integrated with the story , you can not separate them .",1,0
294,an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .,0,0
295,"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",1,0
296,"` butterfingered ' is the word for the big-fisted direction of jez butterworth , who manages to blast even the smallest sensitivities from the romance with his clamorous approach .",0,0
297,it 's a fairy tale that comes from a renowned indian film culture that allows americans to finally revel in its splendor .,1,0
298,the sweetest thing leaves a bitter taste .,0,0
299,elvira fans could hardly ask for more .,1,0
300,this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,1,0
301,"nohe 's documentary about the event is sympathetic without being gullible : he is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",1,0
302,"for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .",1,0
303,"like its new england characters , most of whom wander about in thick clouds of denial , the movie eventually gets around to its real emotional business , striking deep chords of sadness .",1,0
304,i have not been this disappointed by a movie in a long time .,0,0
305,"a colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",1,0
306,"while the story 's undeniably hard to follow , iwai 's gorgeous visuals seduce .",1,0
307,"in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players .",1,0
308,for most of the distance the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,1,0
309,"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .",1,0
310,"secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",1,0
311,(allen 's) best works understand why snobbery is a better satiric target than middle-america diversions could ever be .,1,0
312,you 'd be hard put to find a movie character more unattractive or odorous (than leon) .,0,0
313,grating and tedious .,0,0
314,it 's a road-trip drama with too many wrong turns .,0,0
315,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama .,1,0
316,"though it 's not very well shot or composed or edited , the score is too insistent and the dialogue is frequently overwrought and crudely literal , the film shatters you in waves .",0,0
317,breen 's script is sketchy with actorish notations on the margin of acting .,0,0
318,"and , thanks to the presence of ` the king , ' it also rocks .",1,0
319,"although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",0,0
320,"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism .",1,0
321,the movie is pretty funny now and then without in any way demeaning its subjects .,1,0
322,"tykwer 's surface flash is n't just a poor fit with kieslowski 's lyrical pessimism ; it completely contradicts everything kieslowski 's work aspired to , including the condition of art .",0,0
323,"it 's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .",1,0
324,one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .,0,0
325,"it 's like rocky and bullwinkle on speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness .",0,0
326,"lux , now in her eighties , does a great combination act as narrator , jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",1,0
327,sparse but oddly compelling .,1,0
328,"from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work .",1,0
329,a little better than sorcerer 's stone .,1,0
330,supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,0,0
331,"it 's a quirky , off-beat project .",1,0
332,it 's better than the phantom menace .,1,0
333,plays like one of those conversations that comic book guy on `` the simpsons '' has .,0,0
334,"as in aimless , arduous , and arbitrary .",0,0
